brand_name,generic_name,application_number,sponsor_name,dosage_form,route,marketing_status
OMONTYS,PEGINESATIDE ACETATE,NDA202799,TAKEDA PHARMS USA,SOLUTION,"INTRAVENOUS, SUBCUTANEOUS",Discontinued
OMONTYS PRESERVATIVE FREE,PEGINESATIDE ACETATE,NDA202799,TAKEDA PHARMS USA,SOLUTION,"INTRAVENOUS, SUBCUTANEOUS",Discontinued
OMTRYG,OMEGA-3-ACID ETHYL ESTERS TYPE A,NDA204977,OSMOTICA PHARM US,CAPSULE,ORAL,Discontinued
OMVOH,MIRIKIZUMAB-MRKZ,BLA761279,ELI LILLY AND CO,INJECTABLE,SUBCUTANEOUS,Prescription
ONA-MAST,PHENTERMINE HYDROCHLORIDE,ANDA086511,MAST MM,CAPSULE,ORAL,Discontinued
ONAPGO,APOMORPHINE HYDROCHLORIDE,NDA214056,MDD US,SOLUTION,SUBCUTANEOUS,Prescription
ONCASPAR,PEGASPARGASE,BLA103411,SIGMA TAU,VIAL,,Prescription
ONCOVIN,VINCRISTINE SULFATE,NDA014103,LILLY,INJECTABLE,INJECTION,Discontinued
ONDANSETRON,ONDANSETRON,ANDA077406,CHARTWELL MOLECULES,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription
ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,ANDA077050,SUN PHARM INDS (IN),TABLET,ORAL,Discontinued
ONDANSETRON HYDROCHLORIDE AND DEXTROSE IN PLASTIC CONTAINER,ONDANSETRON HYDROCHLORIDE,ANDA076978,HOSPIRA,INJECTABLE,INJECTION,Discontinued
ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE,ONDANSETRON HYDROCHLORIDE,ANDA078244,ONESOURCE SPECIALTY,INJECTABLE,INJECTION,Discontinued
ONEXTON,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,NDA050819,BAUSCH,GEL,TOPICAL,Prescription
ONFI,CLOBAZAM,NDA202067,LUNDBECK PHARMS LLC,TABLET,ORAL,Prescription
ONGENTYS,OPICAPONE,NDA212489,AMNEAL,CAPSULE,ORAL,Prescription
ONGLYZA,SAXAGLIPTIN HYDROCHLORIDE,NDA022350,ASTRAZENECA AB,TABLET,ORAL,Discontinued
ONIVYDE,IRINOTECAN HYDROCHLORIDE,NDA207793,IPSEN,"INJECTABLE, LIPOSOMAL",INTRAVENOUS,Prescription
ONMEL,ITRACONAZOLE,NDA022484,SEBELA IRELAND LTD,TABLET,ORAL,Discontinued
ONPATTRO,PATISIRAN SODIUM,NDA210922,ALNYLAM PHARMS INC,SOLUTION,INTRAVENOUS,Prescription
ONSOLIS,FENTANYL CITRATE,NDA022266,ADALVO,FILM,BUCCAL,Discontinued
ONSURA,ETHINYL ESTRADIOL; NORELGESTROMIN,ANDA213977,TEVA PHARMS USA,"FILM, EXTENDED RELEASE",TRANSDERMAL,Prescription
ONTAK,DENILEUKIN DIFTITOX,BLA103767,EISAI INC,VIAL,,Prescription
ONTRALFY,TIZANIDINE HYDROCHLORIDE,NDA216190,FIDELITY BIOPHARMA,SOLUTION,ORAL,Prescription
ONTRUZANT,TRASTUZUMAB-DTTB,BLA761100,SAMSUNG BIOEPIS CO LTD,POWDER,IV (INFUSION),Prescription
ONUREG,AZACITIDINE,NDA214120,BRISTOL,TABLET,ORAL,Prescription
ONYDA XR,CLONIDINE HYDROCHLORIDE,NDA217645,TRIS PHARMA INC,"SUSPENSION, EXTENDED RELEASE",ORAL,Prescription
ONZETRA XSAIL,SUMATRIPTAN SUCCINATE,NDA206099,AZURITY,POWDER,NASAL,Prescription
OPANA,OXYMORPHONE HYDROCHLORIDE,NDA021611,ENDO PHARMS,TABLET,ORAL,Discontinued
OPANA ER,OXYMORPHONE HYDROCHLORIDE,NDA201655,ENDO PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
OPCICON ONE-STEP,LEVONORGESTREL,ANDA202635,SUN PHARM,TABLET,ORAL,Over-the-counter
OPCON,NAPHAZOLINE HYDROCHLORIDE,ANDA087506,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPCON-A,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,NDA020065,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Over-the-counter
OPDIVO,NIVOLUMAB,BLA125527,BRISTOL MYERS SQUIBB,INJECTABLE,INJECTION,Prescription
OPDIVO QVANTIG,HYALURONIDASE-NVHY; NIVOLUMAB,BLA761429,BRISTOL-MYERS SQUIBB,INJECTABLE,INJECTION,Prescription
OPDUALAG,NIVOLUMAB; RELATLIMAB-RMBW,BLA761234,BRISTOL MYERS SQUIBB,SOLUTION,INTRAVENOUS,Prescription
OPFOLDA,MIGLUSTAT,NDA215211,AMICUS THERAP US,CAPSULE,ORAL,Prescription
OPHTHAINE,PROPARACAINE HYDROCHLORIDE,NDA008883,APOTHECON,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPHTHETIC,PROPARACAINE HYDROCHLORIDE,NDA012583,ALLERGAN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPHTHOCHLOR,CHLORAMPHENICOL,ANDA061220,PARKEDALE,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPHTHOCORT,CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE,NDA050201,PARKEDALE,OINTMENT,OPHTHALMIC,Discontinued
OPILL,NORGESTREL,NDA017031,LABORATOIRE HRA,TABLET,ORAL,Over-the-counter
OPIPZA,ARIPIPRAZOLE,NDA216655,XIAMEN LP PHARM CO,FILM,ORAL,Prescription
OPSUMIT,MACITENTAN,NDA204410,ACTELION,TABLET,ORAL,Prescription
OPSYNVI,MACITENTAN; TADALAFIL,NDA218490,ACTELION,TABLET,ORAL,Prescription
OPTICROM,CROMOLYN SODIUM,NDA018155,ALLERGAN,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPTIMARK,GADOVERSETAMIDE,NDA020937,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Discontinued
OPTIMARK IN PLASTIC CONTAINER,GADOVERSETAMIDE,NDA020976,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Discontinued
OPTIMINE,AZATADINE MALEATE,NDA017601,SCHERING,TABLET,ORAL,Discontinued
OPTIPRANOLOL,METIPRANOLOL HYDROCHLORIDE,NDA019907,BAUSCH AND LOMB,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPTIRAY 160,IOVERSOL,NDA019710,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Discontinued
OPTIRAY 240,IOVERSOL,NDA020923,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Discontinued
OPTIRAY 300,IOVERSOL,NDA020923,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Discontinued
OPTIRAY 320,IOVERSOL,NDA020923,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Prescription
OPTIRAY 350,IOVERSOL,NDA020923,LIEBEL-FLARSHEIM,INJECTABLE,INJECTION,Prescription
OPTISON,ALBUMIN HUMAN,NDA020899,GE HEALTHCARE,INJECTABLE,INJECTION,Prescription
OPTIVAR,AZELASTINE HYDROCHLORIDE,NDA021127,RISING,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPTOMYCIN,CHLORAMPHENICOL,ANDA062171,OPTOPICS,SOLUTION/DROPS,OPHTHALMIC,Discontinued
OPUVIZ,AFLIBERCEPT-YSZY,BLA761350,SAMSUNG BIOEPIS CO LTD,INJECTABLE,INJECTION,Prescription
OPVEE,NALMEFENE HYDROCHLORIDE,NDA217470,INDIVIOR,SPRAY,NASAL,Prescription
OPZELURA,RUXOLITINIB PHOSPHATE,NDA215309,INCYTE CORP,CREAM,TOPICAL,Prescription
ORA-TESTRYL,FLUOXYMESTERONE,NDA011359,BRISTOL MYERS SQUIBB,TABLET,ORAL,Discontinued
ORABASE HCA,HYDROCORTISONE ACETATE,ANDA083205,COLGATE,PASTE,TOPICAL,Discontinued
ORABLOC,ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,NDA022466,PIERREL,INJECTABLE,INJECTION,Prescription
ORACEA,DOXYCYCLINE,NDA050805,GALDERMA LABS LP,CAPSULE,ORAL,Prescription
ORAGRAFIN CALCIUM,IPODATE CALCIUM,NDA012968,BRACCO,GRANULE,ORAL,Discontinued
ORAGRAFIN SODIUM,IPODATE SODIUM,NDA012967,BRACCO,CAPSULE,ORAL,Discontinued
ORALONE,TRIAMCINOLONE ACETONIDE,ANDA071383,SUN PHARMA CANADA,PASTE,DENTAL,Discontinued
ORALTAG,IOHEXOL,NDA205383,INTERPHARMA PRAHA AS,FOR SOLUTION,ORAL,Discontinued
ORAMORPH SR,MORPHINE SULFATE,NDA019977,XANODYNE PHARMS INC,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ORAP,PIMOZIDE,NDA017473,TEVA,TABLET,ORAL,Discontinued
ORAPRED,PREDNISOLONE SODIUM PHOSPHATE,ANDA075117,CONCORDIA PHARMS INC,SOLUTION,ORAL,Discontinued
ORAPRED ODT,PREDNISOLONE SODIUM PHOSPHATE,NDA021959,ADVANZ PHARMA,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription
ORAQIX,LIDOCAINE; PRILOCAINE,NDA021451,DENTSPLY PHARM,GEL,PERIODONTAL,Prescription
ORASONE,PREDNISONE,ANDA083009,SOLVAY,TABLET,ORAL,Discontinued
ORAVERSE,PHENTOLAMINE MESYLATE,NDA022159,SEPTODONT HOLDING,INJECTABLE,INJECTION,Prescription
ORAVIG,MICONAZOLE,NDA022404,GALT PHARMS,TABLET,BUCCAL,Prescription
ORBACTIV,ORITAVANCIN DIPHOSPHATE,NDA206334,MELINTA THERAP,POWDER,INTRAVENOUS,Prescription
ORENCIA,ABATACEPT,BLA125118,BRISTOL MYERS SQUIBB,INJECTABLE,IV (INFUSION),Prescription
ORENITRAM,TREPROSTINIL DIOLAMINE,NDA203496,UNITED THERAP,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ORETIC,HYDROCHLOROTHIAZIDE,NDA011971,ABBVIE,TABLET,ORAL,Discontinued
ORETICYL 25,DESERPIDINE; HYDROCHLOROTHIAZIDE,NDA012148,ABBVIE,TABLET,ORAL,Discontinued
ORETICYL 50,DESERPIDINE; HYDROCHLOROTHIAZIDE,NDA012148,ABBVIE,TABLET,ORAL,Discontinued
ORETICYL FORTE,DESERPIDINE; HYDROCHLOROTHIAZIDE,NDA012148,ABBVIE,TABLET,ORAL,Discontinued
ORETON,METHYLTESTOSTERONE,ANDA080281,SCHERING,TABLET,BUCCAL,Discontinued
ORETON METHYL,METHYLTESTOSTERONE,NDA003158,SCHERING,TABLET,ORAL,Discontinued
ORFADIN,NITISINONE,NDA206356,SWEDISH ORPHAN,SUSPENSION,ORAL,Prescription
ORGARAN,DANAPAROID SODIUM,NDA020430,ASPEN GLOBAL INC,INJECTABLE,INJECTION,Discontinued
ORGATRAX,HYDROXYZINE HYDROCHLORIDE,ANDA087014,ORGANON USA INC,INJECTABLE,INJECTION,Discontinued
ORGOVYX,RELUGOLIX,NDA214621,SUMITOMO PHARMA AM,TABLET,ORAL,Prescription
ORIAHNN (COPACKAGED),"ELAGOLIX SODIUM; ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE",NDA213388,ABBVIE,CAPSULE,ORAL,Prescription
ORILISSA,ELAGOLIX SODIUM,NDA210450,ABBVIE,TABLET,ORAL,Prescription
ORINASE,TOLBUTAMIDE,NDA010670,PHARMACIA AND UPJOHN,TABLET,ORAL,Discontinued
ORINASE DIAGNOSTIC,TOLBUTAMIDE SODIUM,NDA012095,PHARMACIA AND UPJOHN,INJECTABLE,INJECTION,Discontinued
ORKAMBI,IVACAFTOR; LUMACAFTOR,NDA206038,VERTEX PHARMS INC,TABLET,ORAL,Prescription
ORLAAM,LEVOMETHADYL ACETATE HYDROCHLORIDE,NDA020315,ROXANE,CONCENTRATE,ORAL,Discontinued
ORLADEYO,BEROTRALSTAT DIHYDROCHLORIDE,NDA219776,BIOCRYST,PELLETS,ORAL,Prescription
ORLEX,"ACETIC ACID, GLACIAL",ANDA086845,WARNER CHILCOTT,SOLUTION/DROPS,OTIC,Discontinued
ORLEX HC,"ACETIC ACID, GLACIAL; HYDROCORTISONE",ANDA086844,WARNER CHILCOTT,SOLUTION/DROPS,OTIC,Discontinued
ORLYNVAH,PROBENECID; SULOPENEM ETZADROXIL,NDA213972,ITERUM THERAP,TABLET,ORAL,Prescription
ORMALVI,DICHLORPHENAMIDE,ANDA215924,TORRENT,TABLET,ORAL,Prescription
ORNIDYL,EFLORNITHINE HYDROCHLORIDE,NDA019879,SANOFI AVENTIS US,INJECTABLE,INJECTION,Discontinued
ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,ANDA088067,ASCOT,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,ANDA074654,SANDOZ,TABLET,ORAL,Discontinued
ORPHENGESIC,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,ANDA075141,GALT PHARMS,TABLET,ORAL,Prescription
ORPHENGESIC FORTE,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,ANDA075141,GALT PHARMS,TABLET,ORAL,Prescription
ORSERDU,ELACESTRANT HYDROCHLORIDE,NDA217639,STEMLINE THERAP,TABLET,ORAL,Prescription
ORSYTHIA,ETHINYL ESTRADIOL; LEVONORGESTREL,ANDA077099,PH HEALTH,TABLET,ORAL-28,Discontinued
ORTHO CYCLEN-21,ETHINYL ESTRADIOL; NORGESTIMATE,NDA019653,JANSSEN PHARMS,TABLET,ORAL-21,Discontinued
ORTHO CYCLEN-28,ETHINYL ESTRADIOL; NORGESTIMATE,NDA019653,JANSSEN PHARMS,TABLET,ORAL-28,Discontinued
ORTHO EVRA,ETHINYL ESTRADIOL; NORELGESTROMIN,NDA021180,JANSSEN PHARMS,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued
ORTHO TRI-CYCLEN,ETHINYL ESTRADIOL; NORGESTIMATE,NDA019697,JANSSEN PHARMS,TABLET,ORAL-28,Discontinued
ORTHO TRI-CYCLEN 21,ETHINYL ESTRADIOL; NORGESTIMATE,NDA021690,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Prescription
ORTHO TRI-CYCLEN 28,ETHINYL ESTRADIOL; NORGESTIMATE,NDA021690,ORTHO MCNEIL PHARM,TABLET,ORAL-28,Prescription
ORTHO TRI-CYCLEN LO,ETHINYL ESTRADIOL; NORGESTIMATE,NDA021241,JANSSEN PHARMS,TABLET,ORAL-28,Discontinued
ORTHO-CEPT,DESOGESTREL; ETHINYL ESTRADIOL,NDA020301,JANSSEN PHARMS,TABLET,ORAL-28,Discontinued
ORTHO-EST,ESTROPIPATE,ANDA089582,SUN PHARM INDS INC,TABLET,ORAL,Discontinued
ORTHO-NOVUM 1/35-21,ETHINYL ESTRADIOL; NORETHINDRONE,NDA017489,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 1/35-28,ETHINYL ESTRADIOL; NORETHINDRONE,NDA017919,JANSSEN PHARMS,TABLET,ORAL-28,Discontinued
ORTHO-NOVUM 1/50 21,MESTRANOL; NORETHINDRONE,NDA012728,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 1/50 28,MESTRANOL; NORETHINDRONE,NDA016709,ORTHO MCNEIL JANSSEN,TABLET,ORAL-28,Discontinued
ORTHO-NOVUM 1/80 21,MESTRANOL; NORETHINDRONE,NDA016715,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 1/80 28,MESTRANOL; NORETHINDRONE,NDA016715,ORTHO MCNEIL PHARM,TABLET,ORAL-28,Discontinued
ORTHO-NOVUM 10-21,MESTRANOL; NORETHINDRONE,NDA012728,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 10/11-21,ETHINYL ESTRADIOL; NORETHINDRONE,NDA018354,ORTHO MCNEIL JANSSEN,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 10/11-28,ETHINYL ESTRADIOL; NORETHINDRONE,NDA018354,ORTHO MCNEIL JANSSEN,TABLET,ORAL-28,Discontinued
ORTHO-NOVUM 2-21,MESTRANOL; NORETHINDRONE,NDA012728,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 7/14-21,ETHINYL ESTRADIOL; NORETHINDRONE,NDA019004,ORTHO MCNEIL PHARM,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 7/14-28,ETHINYL ESTRADIOL; NORETHINDRONE,NDA019004,ORTHO MCNEIL PHARM,TABLET,ORAL-28,Discontinued
ORTHO-NOVUM 7/7/7-21,ETHINYL ESTRADIOL; NORETHINDRONE,NDA018985,JANSSEN PHARMS,TABLET,ORAL-21,Discontinued
ORTHO-NOVUM 7/7/7-28,ETHINYL ESTRADIOL; NORETHINDRONE,NDA018985,JANSSEN PHARMS,TABLET,ORAL-28,Discontinued
ORTIKOS,BUDESONIDE,NDA211929,SUN PHARM INDS INC,"CAPSULE, DELAYED RELEASE",ORAL,Discontinued
ORUDIS,KETOPROFEN,NDA018754,WYETH AYERST,CAPSULE,ORAL,Discontinued
ORUDIS KT,KETOPROFEN,NDA020429,WYETH CONS,TABLET,ORAL,Discontinued
ORUVAIL,KETOPROFEN,NDA019816,WYETH PHARMS INC,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ORVATEN,MIDODRINE HYDROCHLORIDE,ANDA076725,BEIJING YILING,TABLET,ORAL,Prescription
ORZEYFUL,OVEPOREXTON,NDA220860,TAKEDA PHARMS USA,TABLET,ORAL,Prescription
OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,ANDA209421,STRIDES PHARMA,CAPSULE,ORAL,Prescription
OSENI,ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,NDA022426,TAKEDA PHARMS USA,TABLET,ORAL,Discontinued
OSENVELT,DENOSUMAB-BMWO,BLA761404,CELLTRION INC,INJECTABLE,INJECTION,Prescription
OSHIH,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,ANDA216558,AUROBINDO PHARMA,TABLET,ORAL,Discontinued
OSIMERTINIB MESYLATE,OSIMERTINIB MESYLATE,ANDA214263,ZYDUS PHARMS USA INC,TABLET,ORAL,None (Tentative Approval)
OSMITROL 10% IN WATER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 10% IN WATER IN PLASTIC CONTAINER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 15% IN WATER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 15% IN WATER IN PLASTIC CONTAINER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 20% IN WATER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 20% IN WATER IN PLASTIC CONTAINER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 5% IN WATER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMITROL 5% IN WATER IN PLASTIC CONTAINER,MANNITOL,NDA013684,BAXTER HLTHCARE,INJECTABLE,INJECTION,Prescription
OSMOLEX ER,AMANTADINE HYDROCHLORIDE,NDA209410,SUPERNUS PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
OSMOPREP,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",NDA021892,SALIX PHARMS,TABLET,ORAL,Discontinued
OSMOVIST 190,IOTROLAN,NDA019580,BAYER HLTHCARE,INJECTABLE,INTRATHECAL,Discontinued
OSMOVIST 240,IOTROLAN,NDA019580,BAYER HLTHCARE,INJECTABLE,INTRATHECAL,Discontinued
OSPEMIFENE,OSPEMIFENE,ANDA215574,HETERO LABS LTD V,TABLET,ORAL,Discontinued
OSPHENA,OSPEMIFENE,NDA203505,DUCHESNAY,TABLET,ORAL,Prescription
OSPOMYV,DENOSUMAB-DSSB,BLA761392,SAMSUNG BIOEPIS CO LTD,INJECTABLE,SUBCUTANEOUS,Prescription
OSTEOLITE,TECHNETIUM TC-99M MEDRONATE KIT,NDA017972,SUN PHARM INDS INC,INJECTABLE,INJECTION,Discontinued
OSTEOSCAN,TECHNETIUM TC-99M ETIDRONATE KIT,NDA017454,MALLINCKRODT,INJECTABLE,INJECTION,Discontinued
OSVYRTI,denosumab-desu,BLA761424,ACCORD BIOPHARMA INC.,INJECTABLE,SUBCUTANEOUS,Prescription
OTEZLA,APREMILAST,NDA210745,AMGEN INC,TABLET,ORAL,Prescription
OTEZLA XR,APREMILAST,NDA210745,AMGEN INC,"TABLET, EXTENDED RELEASE",ORAL,Prescription
OTICAIR,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,ANDA062399,PHARMAFAIR,SUSPENSION/DROPS,OTIC,Discontinued
OTIPRIO,CIPROFLOXACIN,NDA207986,ALK ABELLO,"INJECTABLE, SUSPENSION",OTIC,Discontinued
OTOBIONE,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,ANDA061816,SCHERING,SUSPENSION/DROPS,OTIC,Discontinued
OTOBIOTIC,HYDROCORTISONE; POLYMYXIN B SULFATE,ANDA062302,SCHERING,SOLUTION/DROPS,OTIC,Discontinued
OTOCORT,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,ANDA062521,WATSON LABS,SUSPENSION/DROPS,OTIC,Discontinued
OTOVEL,CIPROFLOXACIN HYDROCHLORIDE; FLUOCINOLONE ACETONIDE,NDA208251,LAB SALVAT,SOLUTION/DROPS,OTIC,Prescription
OTREXUP,METHOTREXATE,NDA204824,COSETTE,SOLUTION,SUBCUTANEOUS,Discontinued
OTREXUP PFS,METHOTREXATE,NDA204824,COSETTE,SOLUTION,SUBCUTANEOUS,Discontinued
OTULFI,USTEKINUMAB-AAUZ,BLA761379,FRESENIUS KABI USA,INJECTABLE,INJECTION,Prescription
OVCON-35,ETHINYL ESTRADIOL; NORETHINDRONE,NDA017716,WARNER CHILCOTT LLC,TABLET,ORAL-28,Discontinued
OVCON-50,ETHINYL ESTRADIOL; NORETHINDRONE,NDA017576,WARNER CHILCOTT LLC,TABLET,ORAL-28,Discontinued
OVIDE,MALATHION,NDA018613,TARO,LOTION,TOPICAL,Discontinued
OVIDREL,CHORIOGONADOTROPIN ALFA,BLA021149,EMD SERONO,INJECTABLE,INJECTION,Discontinued
OVRAL,ETHINYL ESTRADIOL; NORGESTREL,NDA016672,WYETH PHARMS,TABLET,ORAL-21,Discontinued
OVRAL-28,ETHINYL ESTRADIOL; NORGESTREL,NDA016806,WYETH PHARMS,TABLET,ORAL-28,Discontinued
OVULEN,ETHYNODIOL DIACETATE; MESTRANOL,NDA016029,GD SEARLE LLC,TABLET,ORAL-20,Discontinued
OVULEN-21,ETHYNODIOL DIACETATE; MESTRANOL,NDA016029,GD SEARLE LLC,TABLET,ORAL-21,Discontinued
OVULEN-28,ETHYNODIOL DIACETATE; MESTRANOL,NDA016705,GD SEARLE LLC,TABLET,ORAL-28,Discontinued
OXACILLIN SODIUM,OXACILLIN SODIUM,ANDA062737,SANDOZ,POWDER,INTRAVENOUS,Discontinued
OXALIPLATIN,OXALIPLATIN,ANDA078813,HOSPIRA WORLDWIDE,INJECTABLE,INTRAVENOUS,Prescription
OXANDROLONE,OXANDROLONE,ANDA076761,UPSHER SMITH LABS,TABLET,ORAL,Discontinued
OXAPROZIN,OXAPROZIN,ANDA208633,AMNEAL PHARMS CO,TABLET,ORAL,Prescription
OXAYDO,OXYCODONE HYDROCHLORIDE,NDA202080,ZYLA,TABLET,ORAL,Discontinued
OXAZEPAM,OXAZEPAM,ANDA070943,IVAX SUB TEVA PHARMS,CAPSULE,ORAL,Discontinued
OXBRYTA,VOXELOTOR,NDA213137,GLOBAL BLOOD THERAPS,TABLET,ORAL,Discontinued
OXCARBAZEPINE,OXCARBAZEPINE,ANDA078069,BRECKENRIDGE PHARM,TABLET,ORAL,Prescription
OXCARBAZEPINE EXTENDED RELEASE TABLETS,OXCARBAZEPINE,ANDA219404,LUPIN LIMITED,TABLET,EXTENDED RELEASE,None (Tentative Approval)
OXERVATE,CENEGERMIN-BKBJ,BLA761094,DOMPE FARMACEUTICI,SOLUTION,OPHTHALMIC,Prescription
OXICONAZOLE NITRATE,OXICONAZOLE NITRATE,ANDA205076,SUN PHARMA CANADA,CREAM,TOPICAL,Prescription
OXILAN-300,IOXILAN,NDA020316,GUERBET,INJECTABLE,INJECTION,Discontinued
OXILAN-350,IOXILAN,NDA020316,GUERBET,INJECTABLE,INJECTION,Discontinued
OXISTAT,OXICONAZOLE NITRATE,NDA019828,FOUGERA,CREAM,TOPICAL,Prescription
OXLUMO,LUMASIRAN SODIUM,NDA214103,ALNYLAM PHARMS INC,SOLUTION,SUBCUTANEOUS,Prescription
OXSORALEN,METHOXSALEN,NDA009048,VALEANT PHARM INTL,LOTION,TOPICAL,Discontinued
OXSORALEN-ULTRA,METHOXSALEN,NDA019600,BAUSCH,CAPSULE,ORAL,Prescription
OXTELLAR XR,OXCARBAZEPINE,NDA202810,SUPERNUS PHARMS,"TABLET, EXTENDED RELEASE",ORAL,Prescription
OXTRIPHYLLINE,OXTRIPHYLLINE,ANDA087835,WATSON LABS,"TABLET, DELAYED RELEASE",ORAL,Discontinued
OXTRIPHYLLINE PEDIATRIC,OXTRIPHYLLINE,ANDA088242,MORTON GROVE,SYRUP,ORAL,Discontinued
OXY-KESSO-TETRA,OXYTETRACYCLINE HYDROCHLORIDE,ANDA060179,FERRANTE,CAPSULE,ORAL,Discontinued
OXYBUTYNIN,OXYBUTYNIN,ANDA090526,BARR LABS DIV TEVA,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued
OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,ANDA076702,PHARMOBEDIENT,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
OXYCET,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ANDA087463,SPECGX LLC,TABLET,ORAL,Prescription
OXYCODONE 2.5/APAP 500,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ANDA085910,BRISTOL MYERS SQUIBB,TABLET,ORAL,Discontinued
OXYCODONE 5/APAP 500,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ANDA085911,BRISTOL MYERS SQUIBB,TABLET,ORAL,Discontinued
OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ANDA201278,RHODES PHARMS,TABLET,ORAL,Prescription
OXYCODONE AND ASPIRIN,ASPIRIN; OXYCODONE HYDROCHLORIDE,ANDA091670,DR REDDYS LABS SA,TABLET,ORAL,Discontinued
OXYCODONE AND ASPIRIN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,ANDA087794,SUN PHARM INDUSTRIES,TABLET,ORAL,Discontinued
OXYCODONE AND ASPIRIN (HALF-STRENGTH),ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,ANDA087742,ROXANE,TABLET,ORAL,Discontinued
